defense_firm,civil_sector,year,cites,rd_lag2,log_rd_lag2,jaffe_prox,rd_x_jaffe,log_civ_stock,log_cites_p1
ASELSAN,Ileri_Malzeme_Kimya,2018,1,310.0,5.736572297479192,0.05,0.2868286148739596,6.824373670043086,0.6931471805599453
ASELSAN,Ileri_Malzeme_Kimya,2019,3,360.0,5.886104031450156,0.05,0.2943052015725078,6.824373670043086,1.3862943611198906
ASELSAN,Ileri_Malzeme_Kimya,2020,5,415.0,6.028278520230698,0.05,0.30141392601153494,6.824373670043086,1.791759469228055
ASELSAN,Ileri_Malzeme_Kimya,2021,1,470.0,6.152732694704104,0.05,0.30763663473520525,6.824373670043086,0.6931471805599453
ASELSAN,Ileri_Malzeme_Kimya,2022,0,510.0,6.234410725718371,0.05,0.31172053628591856,6.824373670043086,0.0
ASELSAN,Ileri_Malzeme_Kimya,2023,2,545.0,6.300785794663244,0.05,0.3150392897331622,6.824373670043086,1.0986122886681098
ASELSAN,Ileri_Malzeme_Kimya,2024,4,590.0,6.380122536899765,0.05,0.31900612684498825,6.824373670043086,1.6094379124341003
TUSAS,Otomotiv,2010,0,61.412499999999994,4.117613397494766,0.091,0.37470281917202375,7.00669522683704,0.0
TUSAS,Otomotiv,2011,0,72.25,4.2801323269925415,0.091,0.3894920417563213,7.00669522683704,0.0
TUSAS,Otomotiv,2012,4,85.0,4.442651256490317,0.091,0.4042812643406188,7.00669522683704,1.6094379124341003
TUSAS,Otomotiv,2013,0,95.0,4.553876891600541,0.091,0.4144027971356492,7.00669522683704,0.0
TUSAS,Otomotiv,2014,5,120.0,4.787491742782046,0.091,0.43566174859316614,7.00669522683704,1.791759469228055
TUSAS,Otomotiv,2015,0,150.0,5.0106352940962555,0.091,0.45596781176275925,7.00669522683704,0.0
TUSAS,Otomotiv,2016,3,190.0,5.247024072160486,0.091,0.4774791905666042,7.00669522683704,1.3862943611198906
TUSAS,Otomotiv,2017,8,240.0,5.480638923341991,0.091,0.4987381420241212,7.00669522683704,2.1972245773362196
TUSAS,Otomotiv,2018,5,305.0,5.720311776607412,0.091,0.5205483716712744,7.00669522683704,1.791759469228055
TUSAS,Otomotiv,2019,1,380.0,5.940171252720432,0.091,0.5405555839975592,7.00669522683704,0.6931471805599453
TUSAS,Otomotiv,2020,11,460.0,6.131226489483141,0.091,0.5579416105429658,7.00669522683704,2.4849066497880004
TUSAS,Otomotiv,2021,5,530.0,6.272877006546167,0.091,0.5708318075957012,7.00669522683704,1.791759469228055
TUSAS,Otomotiv,2022,3,580.0,6.363028103540465,0.091,0.5790355574221823,7.00669522683704,1.3862943611198906
TUSAS,Otomotiv,2023,2,630.0,6.4457198193855785,0.091,0.5865605035640876,7.00669522683704,1.0986122886681098
TUSAS,Otomotiv,2024,13,710.0,6.565264970035361,0.091,0.5974391122732179,7.00669522683704,2.6390573296152584
TUSAS,Telekomunikasyon,2010,1,61.412499999999994,4.117613397494766,0.0,0.0,9.020026965252676,0.6931471805599453
TUSAS,Telekomunikasyon,2011,0,72.25,4.2801323269925415,0.0,0.0,9.020026965252676,0.0
TUSAS,Telekomunikasyon,2012,2,85.0,4.442651256490317,0.0,0.0,9.020026965252676,1.0986122886681098
TUSAS,Telekomunikasyon,2013,0,95.0,4.553876891600541,0.0,0.0,9.020026965252676,0.0
TUSAS,Telekomunikasyon,2014,0,120.0,4.787491742782046,0.0,0.0,9.020026965252676,0.0
TUSAS,Telekomunikasyon,2015,1,150.0,5.0106352940962555,0.0,0.0,9.020026965252676,0.6931471805599453
TUSAS,Telekomunikasyon,2016,0,190.0,5.247024072160486,0.0,0.0,9.020026965252676,0.0
TUSAS,Telekomunikasyon,2017,0,240.0,5.480638923341991,0.0,0.0,9.020026965252676,0.0
TUSAS,Telekomunikasyon,2018,2,305.0,5.720311776607412,0.0,0.0,9.020026965252676,1.0986122886681098
TUSAS,Telekomunikasyon,2019,2,380.0,5.940171252720432,0.0,0.0,9.020026965252676,1.0986122886681098
TUSAS,Telekomunikasyon,2020,5,460.0,6.131226489483141,0.0,0.0,9.020026965252676,1.791759469228055
TUSAS,Telekomunikasyon,2021,1,530.0,6.272877006546167,0.0,0.0,9.020026965252676,0.6931471805599453
TUSAS,Telekomunikasyon,2022,0,580.0,6.363028103540465,0.0,0.0,9.020026965252676,0.0
TUSAS,Telekomunikasyon,2023,4,630.0,6.4457198193855785,0.0,0.0,9.020026965252676,1.6094379124341003
TUSAS,Telekomunikasyon,2024,13,710.0,6.565264970035361,0.0,0.0,9.020026965252676,2.6390573296152584
TUSAS,Tuketici_Elektronigi,2010,2,61.412499999999994,4.117613397494766,0.03,0.12352840192484299,8.172729104865471,1.0986122886681098
TUSAS,Tuketici_Elektronigi,2011,0,72.25,4.2801323269925415,0.03,0.12840396980977625,8.172729104865471,0.0
TUSAS,Tuketici_Elektronigi,2012,0,85.0,4.442651256490317,0.03,0.1332795376947095,8.172729104865471,0.0
TUSAS,Tuketici_Elektronigi,2013,1,95.0,4.553876891600541,0.03,0.13661630674801623,8.172729104865471,0.6931471805599453
TUSAS,Tuketici_Elektronigi,2014,0,120.0,4.787491742782046,0.03,0.14362475228346136,8.172729104865471,0.0
TUSAS,Tuketici_Elektronigi,2015,2,150.0,5.0106352940962555,0.03,0.15031905882288765,8.172729104865471,1.0986122886681098
TUSAS,Tuketici_Elektronigi,2016,3,190.0,5.247024072160486,0.03,0.15741072216481458,8.172729104865471,1.3862943611198906
TUSAS,Tuketici_Elektronigi,2017,1,240.0,5.480638923341991,0.03,0.16441916770025974,8.172729104865471,0.6931471805599453
TUSAS,Tuketici_Elektronigi,2018,2,305.0,5.720311776607412,0.03,0.17160935329822236,8.172729104865471,1.0986122886681098
TUSAS,Tuketici_Elektronigi,2019,1,380.0,5.940171252720432,0.03,0.17820513758161294,8.172729104865471,0.6931471805599453
TUSAS,Tuketici_Elektronigi,2020,1,460.0,6.131226489483141,0.03,0.18393679468449423,8.172729104865471,0.6931471805599453
TUSAS,Tuketici_Elektronigi,2021,3,530.0,6.272877006546167,0.03,0.18818631019638501,8.172729104865471,1.3862943611198906
TUSAS,Tuketici_Elektronigi,2022,7,580.0,6.363028103540465,0.03,0.19089084310621393,8.172729104865471,2.0794415416798357
TUSAS,Tuketici_Elektronigi,2023,3,630.0,6.4457198193855785,0.03,0.19337159458156736,8.172729104865471,1.3862943611198906
TUSAS,Tuketici_Elektronigi,2024,13,710.0,6.565264970035361,0.03,0.19695794910106082,8.172729104865471,2.6390573296152584
TUSAS,Yazilim_Bilisim,2010,2,61.412499999999994,4.117613397494766,0.22,0.9058749474488487,7.52294091807237,1.0986122886681098
TUSAS,Yazilim_Bilisim,2011,2,72.25,4.2801323269925415,0.22,0.9416291119383592,7.52294091807237,1.0986122886681098
TUSAS,Yazilim_Bilisim,2012,3,85.0,4.442651256490317,0.22,0.9773832764278697,7.52294091807237,1.3862943611198906
TUSAS,Yazilim_Bilisim,2013,3,95.0,4.553876891600541,0.22,1.001852916152119,7.52294091807237,1.3862943611198906
TUSAS,Yazilim_Bilisim,2014,0,120.0,4.787491742782046,0.22,1.0532481834120502,7.52294091807237,0.0
TUSAS,Yazilim_Bilisim,2015,3,150.0,5.0106352940962555,0.22,1.1023397647011761,7.52294091807237,1.3862943611198906
TUSAS,Yazilim_Bilisim,2016,5,190.0,5.247024072160486,0.22,1.1543452958753069,7.52294091807237,1.791759469228055
TUSAS,Yazilim_Bilisim,2017,2,240.0,5.480638923341991,0.22,1.205740563135238,7.52294091807237,1.0986122886681098
TUSAS,Yazilim_Bilisim,2018,3,305.0,5.720311776607412,0.22,1.2584685908536306,7.52294091807237,1.3862943611198906
TUSAS,Yazilim_Bilisim,2019,27,380.0,5.940171252720432,0.22,1.306837675598495,7.52294091807237,3.332204510175204
TUSAS,Yazilim_Bilisim,2020,8,460.0,6.131226489483141,0.22,1.348869827686291,7.52294091807237,2.1972245773362196
TUSAS,Yazilim_Bilisim,2021,4,530.0,6.272877006546167,0.22,1.3800329414401569,7.52294091807237,1.6094379124341003
TUSAS,Yazilim_Bilisim,2022,10,580.0,6.363028103540465,0.22,1.3998661827789023,7.52294091807237,2.3978952727983707
TUSAS,Yazilim_Bilisim,2023,5,630.0,6.4457198193855785,0.22,1.4180583602648273,7.52294091807237,1.791759469228055
TUSAS,Yazilim_Bilisim,2024,4,710.0,6.565264970035361,0.22,1.4443582934077794,7.52294091807237,1.6094379124341003
TUSAS,Ileri_Malzeme_Kimya,2010,0,61.412499999999994,4.117613397494766,0.38,1.5646930910480112,6.824373670043086,0.0
TUSAS,Ileri_Malzeme_Kimya,2011,0,72.25,4.2801323269925415,0.38,1.6264502842571658,6.824373670043086,0.0
TUSAS,Ileri_Malzeme_Kimya,2012,4,85.0,4.442651256490317,0.38,1.6882074774663203,6.824373670043086,1.6094379124341003
TUSAS,Ileri_Malzeme_Kimya,2013,1,95.0,4.553876891600541,0.38,1.7304732188082055,6.824373670043086,0.6931471805599453
TUSAS,Ileri_Malzeme_Kimya,2014,5,120.0,4.787491742782046,0.38,1.8192468622571774,6.824373670043086,1.791759469228055
TUSAS,Ileri_Malzeme_Kimya,2015,0,150.0,5.0106352940962555,0.38,1.9040414117565772,6.824373670043086,0.0
TUSAS,Ileri_Malzeme_Kimya,2016,3,190.0,5.247024072160486,0.38,1.9938691474209849,6.824373670043086,1.3862943611198906
TUSAS,Ileri_Malzeme_Kimya,2017,2,240.0,5.480638923341991,0.38,2.0826427908699565,6.824373670043086,1.0986122886681098
TUSAS,Ileri_Malzeme_Kimya,2018,15,305.0,5.720311776607412,0.38,2.1737184751108165,6.824373670043086,2.772588722239781
TUSAS,Ileri_Malzeme_Kimya,2019,9,380.0,5.940171252720432,0.38,2.257265076033764,6.824373670043086,2.302585092994046
TUSAS,Ileri_Malzeme_Kimya,2020,3,460.0,6.131226489483141,0.38,2.3298660660035937,6.824373670043086,1.3862943611198906
TUSAS,Ileri_Malzeme_Kimya,2021,2,530.0,6.272877006546167,0.38,2.3836932624875438,6.824373670043086,1.0986122886681098
TUSAS,Ileri_Malzeme_Kimya,2022,31,580.0,6.363028103540465,0.38,2.4179506793453767,6.824373670043086,3.4657359027997265
TUSAS,Ileri_Malzeme_Kimya,2023,4,630.0,6.4457198193855785,0.38,2.4493735313665197,6.824373670043086,1.6094379124341003
TUSAS,Ileri_Malzeme_Kimya,2024,35,710.0,6.565264970035361,0.38,2.4948006886134375,6.824373670043086,3.58351893845611
ROKETSAN,Otomotiv,2010,0,25.287499999999998,3.2303102024938637,0.0,0.0,7.00669522683704,0.0
ROKETSAN,Otomotiv,2011,1,29.75,3.392829131991639,0.0,0.0,7.00669522683704,0.6931471805599453
ROKETSAN,Otomotiv,2012,1,35.0,3.5553480614894135,0.0,0.0,7.00669522683704,0.6931471805599453
ROKETSAN,Otomotiv,2013,0,40.0,3.6888794541139363,0.0,0.0,7.00669522683704,0.0
ROKETSAN,Otomotiv,2014,0,50.0,3.912023005428146,0.0,0.0,7.00669522683704,0.0
ROKETSAN,Otomotiv,2015,0,65.0,4.174387269895637,0.0,0.0,7.00669522683704,0.0
ROKETSAN,Otomotiv,2016,2,80.0,4.382026634673881,0.0,0.0,7.00669522683704,1.0986122886681098
ROKETSAN,Otomotiv,2017,1,105.0,4.653960350157523,0.0,0.0,7.00669522683704,0.6931471805599453
ROKETSAN,Otomotiv,2018,1,130.0,4.867534450455582,0.0,0.0,7.00669522683704,0.6931471805599453
ROKETSAN,Otomotiv,2019,0,160.0,5.075173815233827,0.0,0.0,7.00669522683704,0.0
ROKETSAN,Otomotiv,2020,5,195.0,5.272999558563747,0.0,0.0,7.00669522683704,1.791759469228055
ROKETSAN,Otomotiv,2021,0,220.0,5.393627546352362,0.0,0.0,7.00669522683704,0.0
ROKETSAN,Otomotiv,2022,1,240.0,5.480638923341991,0.0,0.0,7.00669522683704,0.6931471805599453
ROKETSAN,Otomotiv,2023,0,265.0,5.579729825986222,0.0,0.0,7.00669522683704,0.0
ROKETSAN,Otomotiv,2024,2,290.0,5.66988092298052,0.0,0.0,7.00669522683704,1.0986122886681098
ROKETSAN,Telekomunikasyon,2010,2,25.287499999999998,3.2303102024938637,0.0,0.0,9.020026965252676,1.0986122886681098
ROKETSAN,Telekomunikasyon,2011,1,29.75,3.392829131991639,0.0,0.0,9.020026965252676,0.6931471805599453
ROKETSAN,Telekomunikasyon,2012,1,35.0,3.5553480614894135,0.0,0.0,9.020026965252676,0.6931471805599453
ROKETSAN,Telekomunikasyon,2013,4,40.0,3.6888794541139363,0.0,0.0,9.020026965252676,1.6094379124341003
ROKETSAN,Telekomunikasyon,2014,0,50.0,3.912023005428146,0.0,0.0,9.020026965252676,0.0
ROKETSAN,Telekomunikasyon,2015,5,65.0,4.174387269895637,0.0,0.0,9.020026965252676,1.791759469228055
ROKETSAN,Telekomunikasyon,2016,3,80.0,4.382026634673881,0.0,0.0,9.020026965252676,1.3862943611198906
ROKETSAN,Telekomunikasyon,2017,0,105.0,4.653960350157523,0.0,0.0,9.020026965252676,0.0
ROKETSAN,Telekomunikasyon,2018,2,130.0,4.867534450455582,0.0,0.0,9.020026965252676,1.0986122886681098
ROKETSAN,Telekomunikasyon,2019,4,160.0,5.075173815233827,0.0,0.0,9.020026965252676,1.6094379124341003
ROKETSAN,Telekomunikasyon,2020,1,195.0,5.272999558563747,0.0,0.0,9.020026965252676,0.6931471805599453
ROKETSAN,Telekomunikasyon,2021,5,220.0,5.393627546352362,0.0,0.0,9.020026965252676,1.791759469228055
ROKETSAN,Telekomunikasyon,2022,7,240.0,5.480638923341991,0.0,0.0,9.020026965252676,2.0794415416798357
ROKETSAN,Telekomunikasyon,2023,0,265.0,5.579729825986222,0.0,0.0,9.020026965252676,0.0
ROKETSAN,Telekomunikasyon,2024,0,290.0,5.66988092298052,0.0,0.0,9.020026965252676,0.0
ROKETSAN,Tuketici_Elektronigi,2010,1,25.287499999999998,3.2303102024938637,0.0,0.0,8.172729104865471,0.6931471805599453
ROKETSAN,Tuketici_Elektronigi,2011,1,29.75,3.392829131991639,0.0,0.0,8.172729104865471,0.6931471805599453
ROKETSAN,Tuketici_Elektronigi,2012,2,35.0,3.5553480614894135,0.0,0.0,8.172729104865471,1.0986122886681098
ROKETSAN,Tuketici_Elektronigi,2013,0,40.0,3.6888794541139363,0.0,0.0,8.172729104865471,0.0
ROKETSAN,Tuketici_Elektronigi,2014,1,50.0,3.912023005428146,0.0,0.0,8.172729104865471,0.6931471805599453
ROKETSAN,Tuketici_Elektronigi,2015,0,65.0,4.174387269895637,0.0,0.0,8.172729104865471,0.0
ROKETSAN,Tuketici_Elektronigi,2016,0,80.0,4.382026634673881,0.0,0.0,8.172729104865471,0.0
ROKETSAN,Tuketici_Elektronigi,2017,3,105.0,4.653960350157523,0.0,0.0,8.172729104865471,1.3862943611198906
ROKETSAN,Tuketici_Elektronigi,2018,2,130.0,4.867534450455582,0.0,0.0,8.172729104865471,1.0986122886681098
ROKETSAN,Tuketici_Elektronigi,2019,1,160.0,5.075173815233827,0.0,0.0,8.172729104865471,0.6931471805599453
ROKETSAN,Tuketici_Elektronigi,2020,0,195.0,5.272999558563747,0.0,0.0,8.172729104865471,0.0
ROKETSAN,Tuketici_Elektronigi,2021,6,220.0,5.393627546352362,0.0,0.0,8.172729104865471,1.9459101490553132
ROKETSAN,Tuketici_Elektronigi,2022,1,240.0,5.480638923341991,0.0,0.0,8.172729104865471,0.6931471805599453
ROKETSAN,Tuketici_Elektronigi,2023,0,265.0,5.579729825986222,0.0,0.0,8.172729104865471,0.0
ROKETSAN,Tuketici_Elektronigi,2024,2,290.0,5.66988092298052,0.0,0.0,8.172729104865471,1.0986122886681098
ROKETSAN,Yazilim_Bilisim,2010,0,25.287499999999998,3.2303102024938637,0.08,0.2584248161995091,7.52294091807237,0.0
ROKETSAN,Yazilim_Bilisim,2011,5,29.75,3.392829131991639,0.08,0.27142633055933113,7.52294091807237,1.791759469228055
ROKETSAN,Yazilim_Bilisim,2012,4,35.0,3.5553480614894135,0.08,0.28442784491915307,7.52294091807237,1.6094379124341003
ROKETSAN,Yazilim_Bilisim,2013,0,40.0,3.6888794541139363,0.08,0.2951103563291149,7.52294091807237,0.0
ROKETSAN,Yazilim_Bilisim,2014,1,50.0,3.912023005428146,0.08,0.3129618404342517,7.52294091807237,0.6931471805599453
ROKETSAN,Yazilim_Bilisim,2015,1,65.0,4.174387269895637,0.08,0.33395098159165093,7.52294091807237,0.6931471805599453
ROKETSAN,Yazilim_Bilisim,2016,1,80.0,4.382026634673881,0.08,0.3505621307739105,7.52294091807237,0.6931471805599453
ROKETSAN,Yazilim_Bilisim,2017,3,105.0,4.653960350157523,0.08,0.37231682801260185,7.52294091807237,1.3862943611198906
ROKETSAN,Yazilim_Bilisim,2018,3,130.0,4.867534450455582,0.08,0.3894027560364466,7.52294091807237,1.3862943611198906
ROKETSAN,Yazilim_Bilisim,2019,1,160.0,5.075173815233827,0.08,0.4060139052187061,7.52294091807237,0.6931471805599453
ROKETSAN,Yazilim_Bilisim,2020,3,195.0,5.272999558563747,0.08,0.42183996468509977,7.52294091807237,1.3862943611198906
ROKETSAN,Yazilim_Bilisim,2021,6,220.0,5.393627546352362,0.08,0.43149020370818897,7.52294091807237,1.9459101490553132
ROKETSAN,Yazilim_Bilisim,2022,1,240.0,5.480638923341991,0.08,0.4384511138673593,7.52294091807237,0.6931471805599453
ROKETSAN,Yazilim_Bilisim,2023,7,265.0,5.579729825986222,0.08,0.4463783860788978,7.52294091807237,2.0794415416798357
ROKETSAN,Yazilim_Bilisim,2024,4,290.0,5.66988092298052,0.08,0.4535904738384416,7.52294091807237,1.6094379124341003
ROKETSAN,Ileri_Malzeme_Kimya,2010,1,25.287499999999998,3.2303102024938637,0.52,1.6797613052968092,6.824373670043086,0.6931471805599453
ROKETSAN,Ileri_Malzeme_Kimya,2011,7,29.75,3.392829131991639,0.52,1.7642711486356522,6.824373670043086,2.0794415416798357
ROKETSAN,Ileri_Malzeme_Kimya,2012,2,35.0,3.5553480614894135,0.52,1.848780991974495,6.824373670043086,1.0986122886681098
ROKETSAN,Ileri_Malzeme_Kimya,2013,3,40.0,3.6888794541139363,0.52,1.9182173161392468,6.824373670043086,1.3862943611198906
ROKETSAN,Ileri_Malzeme_Kimya,2014,0,50.0,3.912023005428146,0.52,2.034251962822636,6.824373670043086,0.0
ROKETSAN,Ileri_Malzeme_Kimya,2015,1,65.0,4.174387269895637,0.52,2.170681380345731,6.824373670043086,0.6931471805599453
ROKETSAN,Ileri_Malzeme_Kimya,2016,4,80.0,4.382026634673881,0.52,2.2786538500304183,6.824373670043086,1.6094379124341003
ROKETSAN,Ileri_Malzeme_Kimya,2017,0,105.0,4.653960350157523,0.52,2.420059382081912,6.824373670043086,0.0
ROKETSAN,Ileri_Malzeme_Kimya,2018,4,130.0,4.867534450455582,0.52,2.5311179142369027,6.824373670043086,1.6094379124341003
